Bundle Title,FinalPrice (€),Duration (days),Expected Sales,Forecasted Revenue (€)
Sensai Absolute Silk Micro Mousse Wash 180 ml + Sensai Cellular Performance Lotion I (Light) 125 ml,99.99,3,3,299.98
"NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm",44.89,0,0,0.0
"NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm",27.24,0,0,0.0
NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Armani My Way Eau de Parfum 90ml,108.4,0,0,0.0
NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Kiko Milano Pure Clean Toner 200 ml,24.09,0,0,0.0
NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,32.67,0,0,0.0
NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Sensai Absolute Silk Micro Mousse Wash 180 ml,70.55,0,0,0.0
NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Sensai Silky Purifying Sponge Chief,28.6,0,0,0.0
NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Sensai Cellular Performance Lotion I (Light) 125 ml,65.14,0,0,0.0
"Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm",54.24,0,0,0.0
"Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm",37.14,0,0,0.0
Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Armani My Way Eau de Parfum 90ml,117.75,0,0,0.0
Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Kiko Milano Pure Clean Toner 200 ml,33.99,0,0,0.0
Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,42.57,0,0,0.0
Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Sensai Absolute Silk Micro Mousse Wash 180 ml,79.9,0,0,0.0
Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Sensai Silky Purifying Sponge Chief,38.5,0,0,0.0
Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Sensai Cellular Performance Lotion I (Light) 125 ml,74.49,0,0,0.0
"Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm + Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm",36.97,0,0,0.0
"Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm + Armani My Way Eau de Parfum 90ml",117.58,0,0,0.0
"Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm + Kiko Milano Pure Clean Toner 200 ml",33.82,0,0,0.0
"Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory",42.4,0,0,0.0
"Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm + Sensai Absolute Silk Micro Mousse Wash 180 ml",79.74,0,0,0.0
"Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm + Sensai Silky Purifying Sponge Chief",38.33,0,0,0.0
"Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm + Sensai Cellular Performance Lotion I (Light) 125 ml",74.33,0,0,0.0
"Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm + Armani My Way Eau de Parfum 90ml",98.42,0,0,0.0
"Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm + Kiko Milano Pure Clean Toner 200 ml",14.28,0,0,0.0
"Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory",22.11,0,0,0.0
"Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm + Sensai Absolute Silk Micro Mousse Wash 180 ml",60.58,0,0,0.0
"Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm + Sensai Silky Purifying Sponge Chief",18.03,0,0,0.0
"Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm + Sensai Cellular Performance Lotion I (Light) 125 ml",55.16,0,0,0.0
Armani My Way Eau de Parfum 90ml + Kiko Milano Pure Clean Toner 200 ml,95.45,0,0,0.0
Armani My Way Eau de Parfum 90ml + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,103.55,0,0,0.0
NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm,45.05,0,0,0.0
Armani My Way Eau de Parfum 90ml + Sensai Absolute Silk Micro Mousse Wash 180 ml,143.25,0,0,0.0
Armani My Way Eau de Parfum 90ml + Sensai Silky Purifying Sponge Chief,99.7,0,0,0.0
Kiko Milano Pure Clean Toner 200 ml + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,18.96,0,0,0.0
Armani My Way Eau de Parfum 90ml + Sensai Cellular Performance Lotion I (Light) 125 ml,137.83,0,0,0.0
Kiko Milano Pure Clean Toner 200 ml + Sensai Silky Purifying Sponge Chief,15.72,0,0,0.0
Kiko Milano Pure Clean Toner 200 ml + Sensai Cellular Performance Lotion I (Light) 125 ml,52.2,0,0,0.0
Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory + Sensai Absolute Silk Micro Mousse Wash 180 ml,65.71,0,0,0.0
Kiko Milano Pure Clean Toner 200 ml + Sensai Absolute Silk Micro Mousse Wash 180 ml,57.61,0,0,0.0
Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory + Sensai Silky Purifying Sponge Chief,23.47,0,0,0.0
Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory + Sensai Cellular Performance Lotion I (Light) 125 ml,60.29,0,0,0.0
Sensai Absolute Silk Micro Mousse Wash 180 ml + Sensai Silky Purifying Sponge Chief,61.86,3,0,0.0
Sensai Silky Purifying Sponge Chief + Sensai Cellular Performance Lotion I (Light) 125 ml,56.45,4,0,0.0
"Lacoste unisex T-shirt πικέ με λογότυπο Regular Fit Λευκό XXL + Hugo Boss ανδρικό μαγιό σορτς με all-over handwritten logo ""Marco"" Μπλε Σκούρο L",109.61,0,0,0.0
"Lacoste unisex T-shirt πικέ με λογότυπο Regular Fit Λευκό XXL + Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M",73.09,0,0,0.0
"Lacoste unisex T-shirt πικέ με λογότυπο Regular Fit Λευκό XXL + Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M",73.95,0,0,0.0
Lacoste unisex T-shirt πικέ με λογότυπο Regular Fit Λευκό XXL + Lacoste ανδρική μακρυμάνικη μπλούζα μονόχρωμη με κεντημένο λογότυπο Regular Fit  Μαύρο L,100.81,0,0,0.0
"Lacoste unisex T-shirt πικέ με λογότυπο Regular Fit Λευκό XXL + New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M",75.61,0,0,0.0
Lacoste unisex T-shirt πικέ με λογότυπο Regular Fit Λευκό XXL + Boggi Milano ανδρικό overshirt με τσέπες Oversized Fit Μπλε Σκούρο L,193.8,0,0,0.0
Lacoste unisex T-shirt πικέ με λογότυπο Regular Fit Λευκό XXL + Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με λογότυπο Regular Fit Κόκκινο L,91.13,0,0,0.0
Lacoste unisex T-shirt πικέ με λογότυπο Regular Fit Λευκό XXL + Gant ανδρικό καρό πουκάμισο με μία τσέπη Oxford Regular fit Μπλε L,88.99,0,0,0.0
Lacoste unisex T-shirt πικέ με λογότυπο Regular Fit Λευκό XXL + Paul&Shark ανδρικό T-shirt με logo print στο πλάι Regular Fit Μαύρο XL,128.87,0,0,0.0
"Hugo Boss ανδρικό μαγιό σορτς με all-over handwritten logo ""Marco"" Μπλε Σκούρο L + Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M",82.4,0,0,0.0
"Hugo Boss ανδρικό μαγιό σορτς με all-over handwritten logo ""Marco"" Μπλε Σκούρο L + Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M",83.26,0,0,0.0
"Hugo Boss ανδρικό μαγιό σορτς με all-over handwritten logo ""Marco"" Μπλε Σκούρο L + Lacoste ανδρική μακρυμάνικη μπλούζα μονόχρωμη με κεντημένο λογότυπο Regular Fit  Μαύρο L",110.12,0,0,0.0
"Hugo Boss ανδρικό μαγιό σορτς με all-over handwritten logo ""Marco"" Μπλε Σκούρο L + New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M",84.92,0,0,0.0
"Hugo Boss ανδρικό μαγιό σορτς με all-over handwritten logo ""Marco"" Μπλε Σκούρο L + Boggi Milano ανδρικό overshirt με τσέπες Oversized Fit Μπλε Σκούρο L",203.11,0,0,0.0
"Hugo Boss ανδρικό μαγιό σορτς με all-over handwritten logo ""Marco"" Μπλε Σκούρο L + Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με λογότυπο Regular Fit Κόκκινο L",100.44,0,0,0.0
"Hugo Boss ανδρικό μαγιό σορτς με all-over handwritten logo ""Marco"" Μπλε Σκούρο L + Gant ανδρικό καρό πουκάμισο με μία τσέπη Oxford Regular fit Μπλε L",98.3,0,0,0.0
"Hugo Boss ανδρικό μαγιό σορτς με all-over handwritten logo ""Marco"" Μπλε Σκούρο L + Paul&Shark ανδρικό T-shirt με logo print στο πλάι Regular Fit Μαύρο XL",138.18,0,0,0.0
"Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M + Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M",46.74,0,0,0.0
"Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M + Lacoste ανδρική μακρυμάνικη μπλούζα μονόχρωμη με κεντημένο λογότυπο Regular Fit  Μαύρο L",73.6,0,0,0.0
"Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M + New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M",48.4,0,0,0.0
"Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M + Boggi Milano ανδρικό overshirt με τσέπες Oversized Fit Μπλε Σκούρο L",166.59,0,0,0.0
"Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M + Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με λογότυπο Regular Fit Κόκκινο L",63.92,0,0,0.0
"Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M + Gant ανδρικό καρό πουκάμισο με μία τσέπη Oxford Regular fit Μπλε L",61.78,0,0,0.0
"Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M + Paul&Shark ανδρικό T-shirt με logo print στο πλάι Regular Fit Μαύρο XL",101.66,0,0,0.0
"Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M + Lacoste ανδρική μακρυμάνικη μπλούζα μονόχρωμη με κεντημένο λογότυπο Regular Fit  Μαύρο L",74.46,0,0,0.0
"Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M + New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M",49.26,0,0,0.0
"Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M + Boggi Milano ανδρικό overshirt με τσέπες Oversized Fit Μπλε Σκούρο L",167.45,0,0,0.0
"Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M + Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με λογότυπο Regular Fit Κόκκινο L",64.78,0,0,0.0
"Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M + Gant ανδρικό καρό πουκάμισο με μία τσέπη Oxford Regular fit Μπλε L",62.64,0,0,0.0
"Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M + Paul&Shark ανδρικό T-shirt με logo print στο πλάι Regular Fit Μαύρο XL",102.52,0,0,0.0
"Lacoste ανδρική μακρυμάνικη μπλούζα μονόχρωμη με κεντημένο λογότυπο Regular Fit  Μαύρο L + New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M",76.12,0,0,0.0
Lacoste ανδρική μακρυμάνικη μπλούζα μονόχρωμη με κεντημένο λογότυπο Regular Fit  Μαύρο L + Boggi Milano ανδρικό overshirt με τσέπες Oversized Fit Μπλε Σκούρο L,194.31,0,0,0.0
Lacoste ανδρική μακρυμάνικη μπλούζα μονόχρωμη με κεντημένο λογότυπο Regular Fit  Μαύρο L + Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με λογότυπο Regular Fit Κόκκινο L,91.64,0,0,0.0
Lacoste ανδρική μακρυμάνικη μπλούζα μονόχρωμη με κεντημένο λογότυπο Regular Fit  Μαύρο L + Gant ανδρικό καρό πουκάμισο με μία τσέπη Oxford Regular fit Μπλε L,89.5,0,0,0.0
Lacoste ανδρική μακρυμάνικη μπλούζα μονόχρωμη με κεντημένο λογότυπο Regular Fit  Μαύρο L + Paul&Shark ανδρικό T-shirt με logo print στο πλάι Regular Fit Μαύρο XL,129.38,0,0,0.0
"New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M + Boggi Milano ανδρικό overshirt με τσέπες Oversized Fit Μπλε Σκούρο L",169.11,0,0,0.0
"New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M + Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με λογότυπο Regular Fit Κόκκινο L",66.44,0,0,0.0
"New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M + Gant ανδρικό καρό πουκάμισο με μία τσέπη Oxford Regular fit Μπλε L",64.3,0,0,0.0
"New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M + Paul&Shark ανδρικό T-shirt με logo print στο πλάι Regular Fit Μαύρο XL",104.18,0,0,0.0
Boggi Milano ανδρικό overshirt με τσέπες Oversized Fit Μπλε Σκούρο L + Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με λογότυπο Regular Fit Κόκκινο L,184.63,0,0,0.0
Boggi Milano ανδρικό overshirt με τσέπες Oversized Fit Μπλε Σκούρο L + Gant ανδρικό καρό πουκάμισο με μία τσέπη Oxford Regular fit Μπλε L,182.49,0,0,0.0
Boggi Milano ανδρικό overshirt με τσέπες Oversized Fit Μπλε Σκούρο L + Paul&Shark ανδρικό T-shirt με logo print στο πλάι Regular Fit Μαύρο XL,222.37,0,0,0.0
Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με λογότυπο Regular Fit Κόκκινο L + Gant ανδρικό καρό πουκάμισο με μία τσέπη Oxford Regular fit Μπλε L,79.82,0,0,0.0
Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με λογότυπο Regular Fit Κόκκινο L + Paul&Shark ανδρικό T-shirt με logo print στο πλάι Regular Fit Μαύρο XL,119.7,0,0,0.0
Gant ανδρικό καρό πουκάμισο με μία τσέπη Oxford Regular fit Μπλε L + Paul&Shark ανδρικό T-shirt με logo print στο πλάι Regular Fit Μαύρο XL,117.56,0,0,0.0
"Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Ταμπά ONE SIZE + CK Jeans γυναικεία τσάντα crossbody με ανάγλυφο μονόγραμμα Μαύρο ONE SIZE",205.59,0,0,0.0
"Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Ταμπά ONE SIZE + DKNY γυναικεία τσάντα ώμου μονόχρωμη με γυαλιστερή όψη και διακριτικό λογότυπο ""Suri"" Μοβ ONE SIZE",190.38,0,0,0.0
"Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Ταμπά ONE SIZE + Emporio Armani γυναικεία τσάντα ώμου με καπιτονέ σχέδιο και λογότυπο Μαύρο ONE SIZE",363.78,0,0,0.0
"Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Ταμπά ONE SIZE + Karl Lagerfeld γυναικεία τσάντα tote βαμβακερή μονόχρωμη με contrast λεπτομέρειες ""Icon K S"" Μαύρο ONE SIZE",209.08,0,0,0.0
"Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Ταμπά ONE SIZE + Twinset γυναικεία τσάντα shopper ψάθινη με ανάγλυφο κεντημένο λογότυπο Λευκό ONE SIZE",198.38,0,0,0.0
"Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Ταμπά ONE SIZE + Michael Kors γυναικεία crossbody τσάντα με all-over logo letter print Εκρού ONE SIZE",270.7,0,0,0.0
"Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Ταμπά ONE SIZE + Dragon Diffusion γυναικεία τσάντα χειρός ""Santa Croce Bag Big""  Πράσινο ONE SIZE",412.57,0,0,0.0
"Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Ταμπά ONE SIZE + Guess γυναικεία τσάντα tote μονόχρωμη με all-over 4G contrast logo print ""Vikky"" Καφέ ONE SIZE",205.68,0,0,0.0
"Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Ταμπά ONE SIZE + Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Μαύρο ONE SIZE",185.45,0,0,0.0
"CK Jeans γυναικεία τσάντα crossbody με ανάγλυφο μονόγραμμα Μαύρο ONE SIZE + DKNY γυναικεία τσάντα ώμου μονόχρωμη με γυαλιστερή όψη και διακριτικό λογότυπο ""Suri"" Μοβ ONE SIZE",214.12,0,0,0.0
CK Jeans γυναικεία τσάντα crossbody με ανάγλυφο μονόγραμμα Μαύρο ONE SIZE + Emporio Armani γυναικεία τσάντα ώμου με καπιτονέ σχέδιο και λογότυπο Μαύρο ONE SIZE,387.51,0,0,0.0
"CK Jeans γυναικεία τσάντα crossbody με ανάγλυφο μονόγραμμα Μαύρο ONE SIZE + Karl Lagerfeld γυναικεία τσάντα tote βαμβακερή μονόχρωμη με contrast λεπτομέρειες ""Icon K S"" Μαύρο ONE SIZE",232.81,0,0,0.0
CK Jeans γυναικεία τσάντα crossbody με ανάγλυφο μονόγραμμα Μαύρο ONE SIZE + Twinset γυναικεία τσάντα shopper ψάθινη με ανάγλυφο κεντημένο λογότυπο Λευκό ONE SIZE,222.12,0,0,0.0
CK Jeans γυναικεία τσάντα crossbody με ανάγλυφο μονόγραμμα Μαύρο ONE SIZE + Michael Kors γυναικεία crossbody τσάντα με all-over logo letter print Εκρού ONE SIZE,294.44,0,0,0.0
"CK Jeans γυναικεία τσάντα crossbody με ανάγλυφο μονόγραμμα Μαύρο ONE SIZE + Dragon Diffusion γυναικεία τσάντα χειρός ""Santa Croce Bag Big""  Πράσινο ONE SIZE",436.3,0,0,0.0
"CK Jeans γυναικεία τσάντα crossbody με ανάγλυφο μονόγραμμα Μαύρο ONE SIZE + Guess γυναικεία τσάντα tote μονόχρωμη με all-over 4G contrast logo print ""Vikky"" Καφέ ONE SIZE",229.41,0,0,0.0
"CK Jeans γυναικεία τσάντα crossbody με ανάγλυφο μονόγραμμα Μαύρο ONE SIZE + Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Μαύρο ONE SIZE",209.19,0,0,0.0
"DKNY γυναικεία τσάντα ώμου μονόχρωμη με γυαλιστερή όψη και διακριτικό λογότυπο ""Suri"" Μοβ ONE SIZE + Emporio Armani γυναικεία τσάντα ώμου με καπιτονέ σχέδιο και λογότυπο Μαύρο ONE SIZE",372.3,0,0,0.0
"DKNY γυναικεία τσάντα ώμου μονόχρωμη με γυαλιστερή όψη και διακριτικό λογότυπο ""Suri"" Μοβ ONE SIZE + Karl Lagerfeld γυναικεία τσάντα tote βαμβακερή μονόχρωμη με contrast λεπτομέρειες ""Icon K S"" Μαύρο ONE SIZE",217.6,0,0,0.0
"DKNY γυναικεία τσάντα ώμου μονόχρωμη με γυαλιστερή όψη και διακριτικό λογότυπο ""Suri"" Μοβ ONE SIZE + Twinset γυναικεία τσάντα shopper ψάθινη με ανάγλυφο κεντημένο λογότυπο Λευκό ONE SIZE",206.9,0,0,0.0
"DKNY γυναικεία τσάντα ώμου μονόχρωμη με γυαλιστερή όψη και διακριτικό λογότυπο ""Suri"" Μοβ ONE SIZE + Michael Kors γυναικεία crossbody τσάντα με all-over logo letter print Εκρού ONE SIZE",279.22,0,0,0.0
"DKNY γυναικεία τσάντα ώμου μονόχρωμη με γυαλιστερή όψη και διακριτικό λογότυπο ""Suri"" Μοβ ONE SIZE + Dragon Diffusion γυναικεία τσάντα χειρός ""Santa Croce Bag Big""  Πράσινο ONE SIZE",421.09,0,0,0.0
"DKNY γυναικεία τσάντα ώμου μονόχρωμη με γυαλιστερή όψη και διακριτικό λογότυπο ""Suri"" Μοβ ONE SIZE + Guess γυναικεία τσάντα tote μονόχρωμη με all-over 4G contrast logo print ""Vikky"" Καφέ ONE SIZE",214.2,0,0,0.0
"DKNY γυναικεία τσάντα ώμου μονόχρωμη με γυαλιστερή όψη και διακριτικό λογότυπο ""Suri"" Μοβ ONE SIZE + Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Μαύρο ONE SIZE",193.97,0,0,0.0
"Emporio Armani γυναικεία τσάντα ώμου με καπιτονέ σχέδιο και λογότυπο Μαύρο ONE SIZE + Karl Lagerfeld γυναικεία τσάντα tote βαμβακερή μονόχρωμη με contrast λεπτομέρειες ""Icon K S"" Μαύρο ONE SIZE",391.0,0,0,0.0
